1|-10.0|45.0
2|-9.9|45.0
3|-9.8|45.0
4|-9.7|45.0
5|-9.6|45.0
6|-9.5|45.0
7|-9.4|45.0
8|-9.3|45.0
9|-9.2|45.0
10|-9.1|45.0
11|-9.0|45.0
12|-8.9|45.0
13|-8.8|45.0
14|-8.7|45.0
15|-8.6|45.0
16|-8.5|45.0
17|-8.4|45.0
18|-8.3|45.0
19|-8.2|45.0
20|-8.1|45.0
21|-8.0|45.0
22|-7.9|45.0
23|-7.8|45.0
24|-7.7|45.0
25|-7.6|45.0
26|-7.5|45.0
27|-7.4|45.0
28|-7.3|45.0
29|-7.2|45.0
30|-7.1|45.0
31|-7.0|45.0
32|-6.9|45.0
33|-6.8|45.0
34|-6.7|45.0
35|-6.6|45.0
36|-6.5|45.0
37|-6.4|45.0
38|-6.3|45.0
39|-6.2|45.0
40|-6.1|45.0
41|-6.0|45.0
42|-5.9|45.0
43|-5.8|45.0
44|-5.7|45.0
45|-5.6|45.0
46|-5.5|45.0
47|-5.4|45.0
48|-5.3|45.0
49|-5.2|45.0
50|-5.1|45.0
51|-5.0|45.0
52|-4.9|45.0
53|-4.8|45.0
54|-4.7|45.0
55|-4.6|45.0
56|-4.5|45.0
57|-4.4|45.0
58|-4.3|45.0
59|-4.2|45.0
60|-4.1|45.0
61|-4.0|45.0
62|-3.9|45.0
63|-3.8|45.0
64|-3.7|45.0
65|-3.6|45.0
66|-3.5|45.0
67|-3.4|45.0
68|-3.3|45.0
69|-3.2|45.0
70|-3.1|45.0
71|-3.0|45.0
72|-2.9|45.0
73|-2.8|45.0
74|-2.7|45.0
75|-2.6|45.0
76|-2.5|45.0
77|-2.4|45.0
78|-2.3|45.0
79|-2.2|45.0
80|-2.1|45.0
81|-2.0|45.0
82|-1.9|45.0
83|-1.8|45.0
84|-1.7|45.0
85|-1.6|45.0
86|-1.5|45.0
87|-1.4|45.0
88|-1.3|45.0
89|-1.2|45.0
90|-1.1|45.0
91|-1.0|45.0
92|-0.9|45.0
93|-0.8|45.0
94|-0.7|45.0
95|-0.6|45.0
96|-0.5|45.0
97|-0.4|45.0
98|-0.3|45.0
99|-0.2|45.0
100|-0.1|45.0
101|0.0|45.0
102|-10.0|45.1
103|-9.9|45.1
104|-9.8|45.1
105|-9.7|45.1
106|-9.6|45.1
107|-9.5|45.1
108|-9.4|45.1
109|-9.3|45.1
110|-9.2|45.1
111|-9.1|45.1
112|-9.0|45.1
113|-8.9|45.1
114|-8.8|45.1
115|-8.7|45.1
116|-8.6|45.1
117|-8.5|45.1
118|-8.4|45.1
119|-8.3|45.1
120|-8.2|45.1
121|-8.1|45.1
122|-8.0|45.1
123|-7.9|45.1
124|-7.8|45.1
125|-7.7|45.1
126|-7.6|45.1
127|-7.5|45.1
128|-7.4|45.1
129|-7.3|45.1
130|-7.2|45.1
131|-7.1|45.1
132|-7.0|45.1
133|-6.9|45.1
134|-6.8|45.1
135|-6.7|45.1
136|-6.6|45.1
137|-6.5|45.1
138|-6.4|45.1
139|-6.3|45.1
140|-6.2|45.1
141|-6.1|45.1
142|-6.0|45.1
143|-5.9|45.1
144|-5.8|45.1
145|-5.7|45.1
146|-5.6|45.1
147|-5.5|45.1
148|-5.4|45.1
